SL,Name of the Manufacturer,Brand Name,Dosages Description,Generic Name and Strength,DAR,Type
3311,Mirco Laboratories (Ayurvedic),Marmalocin,Liquid,Kutajarista,AY-136-A-012,Ayurvedic
3312,Mirco Laboratories (Ayurvedic),Pedivit,Liquid,Aravindasav,AY-136-A-017,Ayurvedic
3313,Mirco Laboratories (Ayurvedic),Pilma,Liquid,Abhayarista,AY-136-A-018,Ayurvedic
3314,Mirco Laboratories (Ayurvedic),Airflex,Liquid,Kanakasav,AY-136-A-016,Ayurvedic
3315,Mirco Laboratories (Ayurvedic),Metcorex,Liquid,Saribadyarista,AY-136-A-015,Ayurvedic
3316,Mirco Laboratories (Ayurvedic),Immunice,Liquid,Amritarista,AY-136-A-019,Ayurvedic
3317,Mirco Laboratories (Ayurvedic),Memoren,Liquid,BrahmiRasayan / Sarswatarista,AY-136-A-013,Ayurvedic
3318,Mirco Laboratories (Ayurvedic),Hyflex,Capsule,Brihat Bat Chintamani,AY-136-A-020,Ayurvedic
3319,Mirco Laboratories (Ayurvedic),Hypocid,Capsule,Dhatri Louha,AY-136-A-021,Ayurvedic
3320,Mirco Laboratories (Ayurvedic),FDS,Capsule,Pradarantak Ras,AY-136-A-032,Ayurvedic
3321,Mirco Laboratories (Ayurvedic),Stimax,Capsule,Brihat Chandrodaya Makardwaja,AY-136-A-023,Ayurvedic
3322,Mirco Laboratories (Ayurvedic),Rexton,Capsule,Kamini Vidravan Ras,AY-136-A-031,Ayurvedic
3323,Mirco Laboratories (Ayurvedic),ED Cap,Capsule,Manikya Ras,AY-136-A-033,Ayurvedic
3324,Mirco Laboratories (Ayurvedic),Amice,Capsule,Raja Prabartini Bati,AY-136-A-022,Ayurvedic
3325,Mirco Laboratories (Ayurvedic),Paintrol,Capsule,Brihat Vat Gajangkush,AY-136-A-024,Ayurvedic
3326,Mirco Laboratories (Ayurvedic),Libirex,Capsule,Brihat Purnachandra Ras,AY-136-A-025,Ayurvedic
3327,Mirco Laboratories (Ayurvedic),forty-Fit,Tablet,Sidha Makardwaja,AY-136-A-004,Ayurvedic
3328,Mirco Laboratories (Ayurvedic),Epcore,Tablet,Meha Mudgar,AY-136-A-005,Ayurvedic
3329,Mirco Laboratories (Ayurvedic),Stolax,Tablet,Icchabhedi Ras,AY-136-A-030,Ayurvedic
3330,Mirco Laboratories (Ayurvedic),Bonsel,Tablet,Vaskar Lavan,AY-136-A-028,Ayurvedic
3331,Mirco Laboratories (Ayurvedic),Melianon,Ointment,Dadru Dalan,AY-136-A-029,Ayurvedic
3332,Mirco Laboratories (Ayurvedic),Chabon Prash,Semi-Solid,Chyabanprash,AY-136-A-026,Ayurvedic
3333,Mirco Laboratories (Ayurvedic),Sukrasonjibon,Semi-Solid,Sukrasanjibani Modak,AY-136-A-027,Ayurvedic
3334,Modern Drug Laboratories Ayurvedic,Sariba,Liquid,Saribadyarista,AY-94-A-001,Ayurvedic
3335,Modern Drug Laboratories Ayurvedic,Codavus,Liquid,Vasakarista / Vasakasav,AY-94-A-002,Ayurvedic
3336,Modern Drug Laboratories Ayurvedic,Bgsing,Liquid,Aswagandharista,AY-94-A-003,Ayurvedic
3337,Modern Drug Laboratories Ayurvedic,Dipep,Liquid,Mustakarista,AY-94-A-004,Ayurvedic
3338,Modern Drug Laboratories Ayurvedic,Cofex,Liquid,Draksharista,AY-94-A-006,Ayurvedic
3339,Modern Drug Laboratories Ayurvedic,Rooton,Liquid,Dasamularista,AY-94-A-007,Ayurvedic
3340,Modern Drug Laboratories Ayurvedic,Leucorex,Liquid,Patrangasav,AY-94-A-008,Ayurvedic
3341,Modern Drug Laboratories Ayurvedic,Louhasav,Liquid,Louhasav,AY-94-A-009,Ayurvedic
3342,Modern Drug Laboratories Ayurvedic,Royna,Liquid,Rohitakarista,AY-94-A-010,Ayurvedic
3343,Modern Drug Laboratories Ayurvedic,Uritex,Liquid,Chandanasav,AY-94-A-011,Ayurvedic
3344,Modern Drug Laboratories Ayurvedic,Liva-M,Liquid,Kalameghasav,AY-94-A-012,Ayurvedic
3345,Modern Drug Laboratories Ayurvedic,Cofex Plus,Tablet,Eladi Gudika,AY-94-A-013,Ayurvedic
3346,Modern Drug Laboratories Ayurvedic,Dyrol,Liquid,Kutajarista,AY-94-A-014,Ayurvedic
3347,Modern Drug Laboratories Ayurvedic,Reumaton,Liquid,Balarista,AY-94-A-015,Ayurvedic
3348,Modern Drug Laboratories Ayurvedic,Amritarista,Liquid,Amritarista,AY-94-A-016,Ayurvedic
3349,Modern Drug Laboratories Ayurvedic,Punarnavasav,Liquid,Punarnavasav,AY-94-A-017,Ayurvedic
3350,Modern Drug Laboratories Ayurvedic,Cardisol,Liquid,Arjunarista,AY-94-A-018,Ayurvedic
3351,Modern Drug Laboratories Ayurvedic,Dusex,Tablet,Ratibilas Bati,AY-94-A-019,Ayurvedic
3352,Modern Drug Laboratories Ayurvedic,Orabi,Liquid,Aravindasav,AY-94-A-020,Ayurvedic
3353,Modern Drug Laboratories Ayurvedic,Modern Hazmi,Tablet,Vaskar Lavan,AY-94-A-021,Ayurvedic
3354,Modern Drug Laboratories Ayurvedic,Zini Plus,Capsule,Joubansatadal,AY-94-A-022,Ayurvedic
3355,Modern Drug Laboratories Ayurvedic,Hem Plus,Capsule,Nabayas Louha,AY-94-A-023,Ayurvedic
3356,Modern Drug Laboratories Ayurvedic,Ratibilas,Capsule,Ratibilas Bati,AY-94-A-024,Ayurvedic
3357,Modern Drug Laboratories Ayurvedic,Cy-28,Tablet,Raja Prabartini Bati,AY-94-A-025,Ayurvedic
3358,Modern Drug Laboratories Ayurvedic,Enz-3,Tablet,Mahagni Bati,AY-94-A-026,Ayurvedic
3359,Modern Drug Laboratories Ayurvedic,Arthapain,Powder,Jogaraj Guggulu,AY-94-A-027,Ayurvedic
3360,Modern Drug Laboratories Ayurvedic,Semeguard,Semi-Solid,Sukrasanjibani Modak,AY-94-A-026,Ayurvedic
3361,Modern Drug Laboratories Ayurvedic,Privado,Oil (Liquid),Maha Chandanadi Taila,AY-94-A-030,Ayurvedic
3362,Modern Drug Laboratories Ayurvedic,Sperton,Liquid,Sanjivani Rasayan,AY-94-A-034,Ayurvedic
3363,Modern Drug Laboratories Ayurvedic,NPP,Tablet,Swapna Bilash,AY-94-A-032,Ayurvedic
3364,Modern Drug Laboratories Ayurvedic,Dulcer,Semi-Solid,Narikel Khar,AY-94-A-029,Ayurvedic
3365,Modern Drug Laboratories Ayurvedic,Badam,Tablet,Kutajaghana Bati/Kutaja Bati,AY-94-A-028,Ayurvedic
3366,Modern Drug Laboratories Ayurvedic,Ragia,Tablet,Pradarari Louha,AY-94-A-033,Ayurvedic
3367,Modern Drug Laboratories Ayurvedic,Rise,Liquid,Maha Chandanadi Taila,AY-94-A-031,Ayurvedic
3368,Modern Herbal Reseach Garden (Ay),Chyabanprash,Modak,Chyabanprash,AY-210-A-001,Ayurvedic
3369,Modern Herbal Reseach Garden (Ay),Brihat Monzisthadi Kwath,Kwath,Brihat Manzisthadi Kwath,AY-210-A-002,Ayurvedic
3370,Modern Herbal Reseach Garden (Ay),Shilajut Batika,Tablet,Shilajut Batika,AY-210-A-003,Ayurvedic
3371,Modern Herbal Reseach Garden (Ay),Modern Kasturi,Capsule,Kasturi Bhairav,AY-210-A-004,Ayurvedic
3372,Modern Herbal Reseach Garden (Ay),Balarista,Liquid,Balarista,AY-210-A-005,Ayurvedic
3373,Modern Herbal Reseach Garden (Ay),Vaskar Lavan,Tablet,Vaskar Lavan,AY-210-A-006,Ayurvedic
3374,Modern Herbal Reseach Garden (Ay),Bahu Mutrantak Ras,Capsule,Bahu Mutrantak Ras,AY-210-A-007,Ayurvedic
3375,Modern Herbal Reseach Garden (Ay),Gandhak Malam,Ointment,Gandhakadi Malahar / Gandhak Malam,AY-210-A-008,Ayurvedic
3376,Modern Herbal Reseach Garden (Ay),Arjunarista,Liquid,Arjunarista,AY-210-A-009,Ayurvedic
3377,Modern Herbal Reseach Garden (Ay),Super Gold Kasturi,Capsule,Joubansatadal,AY-210-A-010,Ayurvedic
3378,Modern Herbal Reseach Garden (Ay),Modern Herbal Kasturi,Capsule,Kastribhushan Ras,AY-210-A-011,Ayurvedic
3379,Modern Herbal Reseach Garden (Ay),Darshan Churna,Powder,Dashan Sanskar Churna,AY-210-A-210,Ayurvedic
3380,Modern Herbal Reseach Garden (Ay),Laksmi Bilas Oil,Oil (Liquid),Laksmi Bilas (Vat),AY-210-A-013,Ayurvedic
3381,Modern Herbal Reseach Garden (Ay),Himsagar Taila,Oil (Liquid),Himsagar Taila,AY-210-A-014,Ayurvedic
3382,Modern Herbal Reseach Garden (Ay),Shri Gopal Taila,Oil (Liquid),Shri Gopal Taila,AY-210-A-015,Ayurvedic
3383,Modern Herbal Reseach Garden (Ay),Nagendra Bati,Tablet,Nagendra Bati,AY-210-A-016,Ayurvedic
3384,Modern Herbal Reseach Garden (Ay),Nabayas Louha,Tablet,Nabayas Louha,AY-210-A-017,Ayurvedic
3385,Modern Herbal Reseach Garden (Ay),Batari Gugglu,Tablet,Batari Gugglu,AY-210-A-018,Ayurvedic
3386,Modern Herbal Reseach Garden (Ay),Aravindasav,Liquid,Aravindasav,AY-210-A-019,Ayurvedic
3387,Modern Herbal Reseach Garden (Ay),Dasamularista,Liquid,Dasamularista,AY-210-A-020,Ayurvedic
3388,Modern Herbal Reseach Garden (Ay),Punarnavadyarista,Liquid,Punarnavadyarista,AY-210-A-021,Ayurvedic
3389,Modern Herbal Reseach Garden (Ay),Saribadyarista,Liquid,Saribadyarista,AY-210-A-022,Ayurvedic
3390,Modern Herbal Reseach Garden (Ay),Partangasav,Liquid,Patrangasav,AY-210-A-023,Ayurvedic
3391,Modern Herbal Reseach Garden (Ay),Kutjarista,Liquid,Kutajarista,AY-210-A-024,Ayurvedic
3392,Moha Shakti Aushadhalaya,Patrangasav,Syrup,Patrangasav,AY-137-A-016,Ayurvedic
3393,Moha Shakti Aushadhalaya,Kalameghasav,Syrup,Kalameghasav,AY-137-A-017,Ayurvedic
3394,Moha Shakti Aushadhalaya,Arjunarista,Syrup,Arjunarista,AY-137-A-018,Ayurvedic
3395,Moha Shakti Aushadhalaya,Aswagandharista,Syrup,Aswagandharista,AY-137-A-019,Ayurvedic
3396,Moha Shakti Aushadhalaya,Dadru Dalan,Malam,Dadru Dalan,AY-137-A-020,Ayurvedic
3397,Moha Shakti Aushadhalaya,Gandhak Malam,Malam,Gandhakadi Malahar / Gandhak Malam,AY-137-A-021,Ayurvedic
3398,Moha Shakti Aushadhalaya,Batari,Syrup,Batari,AY-137-A-022,Ayurvedic
3399,Mohamaya Aushadhalaya (Ay),Saribadhyarista,Liquid,Saribadyarista,AY-116-A-001,Ayurvedic
3400,Mohamaya Aushadhalaya (Ay),Drakharista,Liquid,Draksharista,AY-116-A-002,Ayurvedic
3401,Mohamaya Aushadhalaya (Ay),Arjunarista,Liquid,Arjunarista,AY-116-A-003,Ayurvedic
3402,Mohamaya Aushadhalaya (Ay),Dhasan Sanskar Churna,Powder,Dashan Sanskar Churna,AY-116-A-004,Ayurvedic
3403,Mohamaya Aushadhalaya (Ay),Amloki Rasayan,Liquid,Amalaki Rasayan,AY-116-A-005,Ayurvedic
3404,Mohamaya Aushadhalaya (Ay),Chandanasab,Liquid,Chandanasav,AY-116-A-006,Ayurvedic
3405,Mohamaya Aushadhalaya (Ay),Dashamularista,Liquid,Dasamularista,AY-116-A-007,Ayurvedic
3406,Mohamaya Aushadhalaya (Ay),Ashwagandharista,Liquid,Aswagandharista,AY-116-A-008,Ayurvedic
3407,Mohamaya Aushadhalaya (Ay),Balarista,Liquid,Balarista,AY-116-A-009,Ayurvedic
3408,Mohamaya Aushadhalaya (Ay),Ashokarista,Liquid,Ashokarista,AY-116-A-010,Ayurvedic
3409,Mohamaya Aushadhalaya (Ay),Gandak Malam,Ointment,Gandhakadi Malahar / Gandhak Malam,AY-116-A-011,Ayurvedic
3410,Mohamaya Aushadhalaya (Ay),Mustakarista,Liquid,Mustakarista,AY-116-A-012,Ayurvedic
3411,Mohamaya Aushadhalaya (Ay),Sukra Sanjiboni Modok,Semi-Solid,Sukrasanjibani Modak,AY-116-A-013,Ayurvedic
3412,Mohamaya Aushadhalaya (Ay),Makardhwaj Rasayan,Tablet,Makardhwaj Rasayan,AY-116-A-014,Ayurvedic
3413,Moon Light Health Laboratories (Ayurvedic),Respion,Liquid,Kanakasav,AY-70-A-001,Ayurvedic
3414,Moon Light Health Laboratories (Ayurvedic),MG-Plex,Liquid,Balarista,AY-70-A-003,Ayurvedic
3415,Moon Light Health Laboratories (Ayurvedic),Pro-Cough,Liquid,Vasakarista / Vasakasav,AY-70-A-004,Ayurvedic
3416,Moon Light Health Laboratories (Ayurvedic),Mictura,Liquid,Chandanasav,AY-70-A-005,Ayurvedic
3417,Moon Light Health Laboratories (Ayurvedic),Aronica,Liquid,Mustakarista,AY-70-A-006,Ayurvedic
3418,Moon Light Health Laboratories (Ayurvedic),Amobac,Liquid,Kutajarista,AY-70-A-007,Ayurvedic
3419,Moon Light Health Laboratories (Ayurvedic),M-Cid,Liquid,Amalaki Rasayan,AY-70-A-008,Ayurvedic
3420,Moon Light Health Laboratories (Ayurvedic),Divertion,Liquid,Upasam,AY-70-A-009,Ayurvedic
3421,Moon Light Health Laboratories (Ayurvedic),Dub,Liquid,Ashokarista,AY-70-A-002,Ayurvedic
3422,Moon Light Health Laboratories (Ayurvedic),Aravindasav,Liquid,Aravindasav,AY-70-A-010,Ayurvedic
3423,Moon Light Health Laboratories (Ayurvedic),BrahmiRasayan,Liquid,BrahmiRasayan / Sarswatarista,AY-70-A-011,Ayurvedic
3424,Moon Light Health Laboratories (Ayurvedic),Bhimras,Liquid,Bhimras,AY-70-A-012,Ayurvedic
3425,Moon Light Health Laboratories (Ayurvedic),Kalameghasav,Liquid,Kalameghasav,AY-70-A-013,Ayurvedic
3426,Moon Light Health Laboratories (Ayurvedic),Kanakarista,Liquid,Kanakarista,AY-70-A-014,Ayurvedic
3427,Moon Light Health Laboratories (Ayurvedic),Aswagandharista,Liquid,Aswagandharista,AY-70-A-015,Ayurvedic
3428,Moon Light Health Laboratories (Ayurvedic),Saribadi,Liquid,Saribadi,AY-70-A-016,Ayurvedic
3429,Moon Light Health Laboratories (Ayurvedic),Lakshanarista,Liquid,Lakshanarista,AY-70-A-017,Ayurvedic
3430,Moon Light Health Laboratories (Ayurvedic),Mehabinash,Liquid,Mehabinash,AY-70-A-018,Ayurvedic
3431,Moon Light Health Laboratories (Ayurvedic),Louhasav,Liquid,Louhasav,AY-70-A-019,Ayurvedic
3432,Moon Light Health Laboratories (Ayurvedic),Joist-24,Capsule,Manmathavra Ras,AY-70-A-021,Ayurvedic
3433,Moon Light Health Laboratories (Ayurvedic),Alopus,Capsule,Khalityari Ras,AY-70-A-022,Ayurvedic
3434,Moon Light Health Laboratories (Ayurvedic),Penetra,Capsule,Swapna Bilash,AY-70-A-023,Ayurvedic
3435,Moon Light Health Laboratories (Ayurvedic),Izat,Capsule,Sanjiban Bati,AY-70-A-024,Ayurvedic
3436,Moon Light Health Laboratories (Ayurvedic),Arium,Capsule,Kamini Vidravan Ras,AY-70-A-025,Ayurvedic
3437,Moon Light Health Laboratories (Ayurvedic),Libiro-16,Capsule,Ratibilas Bati,AY-70-A-026,Ayurvedic
3438,Moon Light Health Laboratories (Ayurvedic),Prevam,Capsule,Joubansatadal,AY-70-A-027,Ayurvedic
3439,Moon Light Health Laboratories (Ayurvedic),Obista,Capsule,Barabagni Louha,AY-70-A-028,Ayurvedic
3440,Moon Light Health Laboratories (Ayurvedic),Melodia,Capsule,Kantha Sudha,AY-70-A-029,Ayurvedic
3441,Moon Light Health Laboratories (Ayurvedic),Ovana,Capsule,Sonitargal,AY-70-A-030,Ayurvedic
3442,Moon Light Health Laboratories (Ayurvedic),Repel,Capsule,Narayan Ras,AY-70-A-031,Ayurvedic
3443,Moon Light Health Laboratories (Ayurvedic),Pylor,Capsule,Chandraprabha Gudika,AY-70-A-032,Ayurvedic
3444,Moon Light Health Laboratories (Ayurvedic),Hwema,Capsule,Hwema Bark Drink,AY-70-A-033,Ayurvedic
3445,Moon Light Health Laboratories (Ayurvedic),Derlina,Capsule,Spirulina,AY-70-A-036,Ayurvedic
3446,Moon Light Health Laboratories (Ayurvedic),M-Garlic,Capsule,Garlic,AY-70-A-039,Ayurvedic
3447,Moon Light Health Laboratories (Ayurvedic),Urel,Capsule,Golden Rod,AY-70-A-034,Ayurvedic
3448,Moon Light Health Laboratories (Ayurvedic),Fenor,Capsule,Fever Few,AY-70-A-035,Ayurvedic
3449,Moon Light Health Laboratories (Ayurvedic),Oedia,Capsule,Kurchi,AY-70-A-037,Ayurvedic
3450,Moon Light Health Laboratories (Ayurvedic),Tensis,Capsule,Hawthorn,AY-70-A-038,Ayurvedic
3451,Moon Pharmaceuticals (Ay),Lecozin,Liquid,Ashokarista,AY-69-A-001,Ayurvedic
3452,Moon Pharmaceuticals (Ay),Hemolin,Liquid,Saribadyarista,AY-69-A-002,Ayurvedic
3453,Moon Pharmaceuticals (Ay),Louhasab,Liquid,Louhasav,AY-69-A-003,Ayurvedic
3454,Moon Pharmaceuticals (Ay),Kalomeghasab,Liquid,Kalameghasav,AY-69-A-004,Ayurvedic
3455,Moon Pharmaceuticals (Ay),M-Zyme,Liquid,Mustakarista,AY-69-A-005,Ayurvedic
3456,Moon Pharmaceuticals (Ay),Lecorin,Liquid,Patrangasav,AY-69-A-006,Ayurvedic
3457,Moon Pharmaceuticals (Ay),Alkarin,Liquid,Chandanasav,AY-69-A-007,Ayurvedic
3458,Moon Pharmaceuticals (Ay),Pylovit,Liquid,Balarista,AY-69-A-008,Ayurvedic
3459,Moon Pharmaceuticals (Ay),Leoplus,Liquid,Dasamularista,AY-69-A-009,Ayurvedic
3460,Moon Pharmaceuticals (Ay),Coflex,Liquid,Vasakarista / Vasakasav,AY-69-A-010,Ayurvedic
3461,Moon Pharmaceuticals (Ay),Livogin,Liquid,Rohitakarista,AY-69-A-011,Ayurvedic
3462,Moon Pharmaceuticals (Ay),M-Zol,Liquid,Kutajarista,AY-69-A-012,Ayurvedic
3463,Moon Pharmaceuticals (Ay),Marymolt,Modak,Sukrasanjibani Modak,AY-69-A-013,Ayurvedic
3464,Moon Pharmaceuticals (Ay),Hormosex,Liquid,Sanjivani Rasayan,AY-69-A-014,Ayurvedic
3465,Moon Pharmaceuticals (Ay),Baby Grif,Liquid,Aravindasav,AY-69-A-015,Ayurvedic
3466,Moon Pharmaceuticals (Ay),Leotrex,Liquid,Mustakadi Kwath,AY-69-A-016,Ayurvedic
3467,Mozaher Aushadhalaya (Ay),Ashokarista,Liquid,Ashokarista,AY-62-A-001,Ayurvedic
3468,Mozaher Aushadhalaya (Ay),Abhayarista,Liquid,Abhayarista,AY-62-A-002,Ayurvedic
3469,Mozaher Aushadhalaya (Ay),Amritarist,Liquid,Amritarista,AY-62-A-003,Ayurvedic
3470,Mozaher Aushadhalaya (Ay),Amalaki Rasayan,Liquid,Amalaki Rasayan,AY-62-A-004,Ayurvedic
3471,Mozaher Aushadhalaya (Ay),Ashwagandharista,Liquid,Aswagandharista,AY-62-A-005,Ayurvedic
3472,Mozaher Aushadhalaya (Ay),Brahmirasayan,Liquid,BrahmiRasayan / Sarswatarista,AY-62-A-006,Ayurvedic
3473,Mozaher Aushadhalaya (Ay),Balarista,Liquid,Balarista,AY-62-A-007,Ayurvedic
3474,Mozaher Aushadhalaya (Ay),Arjunarista,Liquid,Arjunarista,AY-62-A-008,Ayurvedic
3475,Mozaher Aushadhalaya (Ay),Dasamularista Kasturi,Liquid,Dasamularista (Kasturi),AY-62-A-009,Ayurvedic
3476,Mozaher Aushadhalaya (Ay),Chandanasab,Liquid,Chandanasav,AY-62-A-011,Ayurvedic
3477,Mozaher Aushadhalaya (Ay),Draksharista,Liquid,Draksharista,AY-62-A-013,Ayurvedic
3478,Mozaher Aushadhalaya (Ay),Jambadyarista,Liquid,Jambadyarista,AY-62-A-014,Ayurvedic
3479,Mozaher Aushadhalaya (Ay),Jirakadyarista,Liquid,Jirakadyarista / Jirakarista,AY-62-A-015,Ayurvedic
3480,Mozaher Aushadhalaya (Ay),Khadirarista,Liquid,Khadirarista,AY-62-A-016,Ayurvedic
3481,Mozaher Aushadhalaya (Ay),Kanakasab,Liquid,Kanakasav,AY-62-A-017,Ayurvedic
3482,Mozaher Aushadhalaya (Ay),Kutajarista,Liquid,Kutajarista,AY-62-A-018,Ayurvedic
3483,Mozaher Aushadhalaya (Ay),Louhasab,Liquid,Louhasav,AY-62-A-019,Ayurvedic
3484,Mozaher Aushadhalaya (Ay),Mahadrakkharista,Liquid,Maha Draksharista,AY-62-A-021,Ayurvedic
3485,Mozaher Aushadhalaya (Ay),Mustakarista,Liquid,Mustakarista,AY-62-A-022,Ayurvedic
3486,Mozaher Aushadhalaya (Ay),Prasarani Sandhan,Liquid,Prasarani Sandhan,AY-62-A-023,Ayurvedic
3487,Mozaher Aushadhalaya (Ay),Patrangasab,Liquid,Patrangasav,AY-62-A-024,Ayurvedic
3488,Mozaher Aushadhalaya (Ay),Munarbadyarista,Liquid,Punarnavadyarista,AY-62-A-025,Ayurvedic
3489,Mozaher Aushadhalaya (Ay),Basakarista,Liquid,Vasakarista / Vasakasav,AY-62-A-026,Ayurvedic
3490,Mozaher Aushadhalaya (Ay),Saribadyasab,Liquid,Saribadyasav,AY-62-A-027,Ayurvedic
3491,Mozaher Aushadhalaya (Ay),Saribadyarista,Liquid,Saribadyarista,AY-62-A-028,Ayurvedic
3492,Mozaher Aushadhalaya (Ay),Rohitakarista,Liquid,Rohitakarista,AY-62-A-030,Ayurvedic
3493,Mozaher Aushadhalaya (Ay),Ushirasab,Liquid,Ushirasav,AY-62-A-031,Ayurvedic
3494,Mozaher Aushadhalaya (Ay),Chyaban Prass,Semi-Solid,Chyabanprash,AY-62-A-032,Ayurvedic
3495,Mozaher Aushadhalaya (Ay),Bhargigur,Semi-Solid,Bhargigur,AY-62-A-033,Ayurvedic
3496,Mozaher Aushadhalaya (Ay),Brihat Jirakadya Modak,Semi-Solid,Brihat Jirakadya Modak,AY-62-A-034,Ayurvedic
3497,Mozaher Aushadhalaya (Ay),Sree Madanananda Modak,Liquid,Shri Madanananda Modak,AY-62-A-035,Ayurvedic
3498,Mozaher Aushadhalaya (Ay),Brihat Jogaraj Guggulu,Semi-Solid,Brihat Jogaraj Guggulu,AY-62-A-036,Ayurvedic
3499,Mozaher Aushadhalaya (Ay),Brihat Basabaleha,Semi-Solid,Brihat Basabaleha,AY-62-A-037,Ayurvedic
3500,Mozaher Aushadhalaya (Ay),Kutajabaleh,Semi-Solid,Kutajabaleha,AY-62-A-038,Ayurvedic
3501,Mozaher Aushadhalaya (Ay),Haritaki Khanda Modak,Semi-Solid,Haritaki Khanda / Amrita Haritaki,AY-62-A-042,Ayurvedic
3502,Mozaher Aushadhalaya (Ay),Swarnasindur,Powder,Swarna Sindur,AY-62-A-045,Ayurvedic
3503,Mozaher Aushadhalaya (Ay),Siddha Makardawaj,Powder,Sidha Makardwaja,AY-62-A-046,Ayurvedic
3504,Mozaher Aushadhalaya (Ay),Saragunabalijarita Makardawaja,Powder,Saraguna Balijarita Makardwaja,AY-62-A-047,Ayurvedic
3505,Mozaher Aushadhalaya (Ay),Talishadi Churna,Powder,Talishadi Churna,AY-62-A-048,Ayurvedic
3506,Mozaher Aushadhalaya (Ay),Vaskar Lavan,Powder,Vaskar Lavan,AY-62-A-050,Ayurvedic
3507,Mozaher Aushadhalaya (Ay),Baharer Nani,Liquid,Baharer Nani,AY-62-A-057,Ayurvedic
3508,Mozaher Aushadhalaya (Ay),Arjun Ghrita,Liquid,Arjun Ghrita,AY-62-A-058,Ayurvedic
3509,Mozaher Aushadhalaya (Ay),Ashok Ghrita,Liquid,Ashok Ghrita,AY-62-A-059,Ayurvedic
3510,Mozaher Aushadhalaya (Ay),Brihat Changaladyo Ghrita,Liquid,Brihat Chagaladya Ghrita,AY-62-A-060,Ayurvedic
3511,Mozaher Aushadhalaya (Ay),Brihat Ashwagandha Ghrita,Liquid,Brihat Ashwagandha Ghrita,AY-62-A-062,Ayurvedic
3512,Mozaher Aushadhalaya (Ay),Sita Kalyan Ghrita,Liquid,Sita Kalyan Ghrita,AY-62-A-064,Ayurvedic
3513,Mozaher Aushadhalaya (Ay),Panchatikta Grita Guggulu,Liquid,Panchatikta Grita Guggulu,AY-62-A-065,Ayurvedic
3514,Mozaher Aushadhalaya (Ay),Bayuchhaya Surendra Tail,Liquid,Bayuchaya Surendra Taila,AY-62-A-066,Ayurvedic
3515,Mozaher Aushadhalaya (Ay),Brihat Gurachayadi Tail,Oil (Liquid),Brihat Gurucyadi Taila,AY-62-A-069,Ayurvedic
3516,Mozaher Aushadhalaya (Ay),Batrakhashi Taila,Oil (Liquid),Batrakhashi Taila,AY-62-A-070,Ayurvedic
3517,Mozaher Aushadhalaya (Ay),Brihat Dashmul Tail,Oil (Liquid),Brihat Dasamul Taila,AY-62-A-071,Ayurvedic
3518,Mozaher Aushadhalaya (Ay),Brihat Sarchandanadi Tail,Oil (Liquid),Brihat Saindhabadya Taila,AY-62-A-072,Ayurvedic
3519,Mozaher Aushadhalaya (Ay),Brihat Kashishadya Tail,Oil (Liquid),Brihat Kasishadya Tila,AY-62-A-081,Ayurvedic
3520,Mozaher Aushadhalaya (Ay),Kujwa Prasarani Tail,Oil (Liquid),Kubja Prasarani Taila,AY-62-A-083,Ayurvedic
3521,Mozaher Aushadhalaya (Ay),Himsagar Tail,Oil (Liquid),Himsagar Taila,AY-62-A-084,Ayurvedic
3522,Mozaher Aushadhalaya (Ay),Trishati Prasarani Tail,Oil (Liquid),Trisati Prasarani Taila,AY-62-A-087,Ayurvedic
3523,Mozaher Aushadhalaya (Ay),Brihat Marichyadi Tail,Oil (Liquid),Brihat Marichyadi Taila,AY-62-A-088,Ayurvedic
3524,Mozaher Aushadhalaya (Ay),Sharabindu Taila,Oil (Liquid),Sharabindu Taila,AY-62-A-089,Ayurvedic
3525,Mozaher Aushadhalaya (Ay),Srigopal Tail,Oil (Liquid),Shri Gopal Taila,AY-62-A-090,Ayurvedic
3526,Mozaher Aushadhalaya (Ay),Mahamas Tail,Oil (Liquid),Mahamash Taila,AY-62-A-092,Ayurvedic
3527,Mozaher Aushadhalaya (Ay),Madhyam Narayan Tail,Oil (Liquid),Madhyam Narayan Taila,AY-62-A-093,Ayurvedic
3528,Mozaher Aushadhalaya (Ay),Sapla Prasta Mahamas Tail,Oil (Liquid),Saptaprasta Mahamash Taila,AY-62-A-094,Ayurvedic
3529,Mozaher Aushadhalaya (Ay),Amlapittantak Ras,Tablet,Amlapittantak Ras,AY-62-A-097,Ayurvedic
3530,Mozaher Aushadhalaya (Ay),Icchabhedi Ras,Tablet,Icchabhedi Ras,AY-62-A-098,Ayurvedic
3531,Mozaher Aushadhalaya (Ay),Kankayan Gurika,Tablet,Kankayan Gudika,AY-62-A-099,Ayurvedic
3532,Mozaher Aushadhalaya (Ay),Kaminibidraban Ras,Tablet,Kamini Vidravan Ras,AY-62-A-100,Ayurvedic
3533,Mozaher Aushadhalaya (Ay),Brihat Garbha Chintamani Ras,Tablet,Brihat Garvachintamoni Ras,AY-62-A-102,Ayurvedic
3534,Mozaher Aushadhalaya (Ay),Krisna Chaturmukh,Tablet,Krishna Chaturmukha,AY-62-A-104,Ayurvedic
3535,Mozaher Aushadhalaya (Ay),Chandrashu Ras,Tablet,Chandrangshu Ras,AY-62-A-105,Ayurvedic
3536,Mozaher Aushadhalaya (Ay),Chandraprabha Batika,Tablet,Chandraprabha Batika,AY-62-A-107,Ayurvedic
